Campaña,ENSO,Región,Departamento/Partido,Localidad,Zona,Cultivo,Subgrupo,1°/2°,Superficie Sembrada,Superficie Cosechada,Destino,Rendimiento,Antecesor,Genética,Ciclo_OK,Fecha de siembra (dd/mm/aaaa),Agua al inicio,Riego,Sistema de riego,Lámina de riego,Precipitaciones ciclo (sept-abril),Fertilización
2019-20,NEUTRO,COR,RIO.SECO,SEBASTIÁN ELCANO,5,SOJA,OGM,1°,167.0,167.0,GRANO,3615.0,MAÍZ DE 1° TEMPRANO,BIO 5.4,5 CORTO,2020-01-03,,NO,,,620.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,ISCHILIN,AVELLANEDA,3,SOJA,OGM,1°,167.0,167.0,GRANO,3600.0,MAÍZ DE 1° TEMPRANO,LDC 5.3,5 CORTO,2018-11-18,,NO,,,604.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.SEGUNDO,PILAR,2,SOJA,OGM,1°,167.0,167.0,GRANO,3350.0,SORGO,DM 46I20 IPRO STS,4 LARGO,2025-12-18,,NO,,,,CON FERTILIZACIÓN
2023-24,NIÑO,COR,RIO.SECO,SEBASTIÁN ELCANO,6,SOJA,OGM,1°,168.0,168.0,GRANO,3660.0,CULTIVO DE SERVICIO,DM 60I62 IPRO,6 CORTO,2023-11-25,,NO,,,,CON FERTILIZACIÓN
2022-23,NIÑA,COR,SAN.JUSTO,EL FUERTECITO,4,SOJA,OGM,1°,168.0,168.0,GRANO,890.720238,MAÍZ DE 1° TARDIO,53MS01 IPRO,5 CORTO,2022-12-08,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,SAN.JUSTO,TRÁNSITO,4,SOJA,OGM,1°,168.0,168.0,GRANO,3340.0,MAÍZ DE 1° TEMPRANO,SY 5X1 RR,5 CORTO,2019-12-09,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,SAN.JUSTO,EL FUERTECITO,2,SOJA,OGM,1°,168.0,168.0,GRANO,3600.0,MAÍZ DE 1° TEMPRANO,LDC 5.3,5 CORTO,2019-12-07,,NO,,,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,LOS MISTOLES,1,SOJA,OGM,1°,168.0,168.0,GRANO,1747.0,MAÍZ DE 1° TEMPRANO,BIO 5.4,5 CORTO,2017-12-10,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,168.0,168.0,GRANO,3700.0,MAÍZ DE 2°,DM 4915 IPRO,4 LARGO,2020-12-09,,NO,,,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,SAN.JUSTO,EL TÍO,2,SOJA,OGM,1°,168.0,168.0,GRANO,2839.39881,SOJA DE 1°,NK 52X21 STS,5 CORTO,2023-12-03,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,COLON,GENERAL PAZ,1,SOJA,OGM,1°,168.0,168.0,GRANO,4900.0,SOJA DE 2°,CZ 4.97,4 LARGO,2018-11-05,,SI,SUBTERRANEO,39.0,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,COLON,GENERAL PAZ,1,SOJA,OGM,1°,169.0,169.0,GRANO,4840.0,MAÍZ DE 1° TEMPRANO,DM 4913,4 LARGO,2018-11-14,,NO,,,,CON FERTILIZACIÓN
2020-21,NIÑA,COR,COLON,GENERAL PAZ,1,SOJA,OGM,1°,169.0,169.0,GRANO,4100.0,MAÍZ DE 1° TEMPRANO,DM 49R19 STS,4 LARGO,2020-11-21,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,SAN.JUSTO,SACANTA,2,SOJA,OGM,1°,17.0,17.0,GRANO,3900.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2021-12-05,,NO,,,508.0,CON FERTILIZACIÓN
2024-25,NEUTRO,COR,TERCERO.ARRIBA,JAMES CRAIK,2,SOJA,OGM,1°,17.0,17.0,GRANO,2616.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2024-11-15,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,17.0,17.0,GRANO,3610.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2021-12-03,,NO,,,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,RIO.PRIMERO,MONTECRISTO,1,SOJA,OGM,1°,17.0,17.0,GRANO,3800.0,MAÍZ DE 1° TARDIO,DM 47E23,4 LARGO,2023-11-24,,SI,ASPERSIÓN PIVOT CENTRAL,127.0,,CON FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.PRIMERO,RÍO PRIMERO,4,SOJA,OGM,1°,17.0,17.0,GRANO,800.0,MAÍZ DE 1° TEMPRANO,DM 60I62 IPRO,6 CORTO,2020-12-15,,NO,,,539.0,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,COLON,GENERAL PAZ,3,SOJA,OGM,1°,17.0,17.0,GRANO,2300.0,MAÍZ DE 1° TEMPRANO,LDC 5.3,5 CORTO,2017-11-03,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,SAN.JUSTO,ARROYITO,2,SOJA,OGM,1°,17.0,17.0,GRANO,3100.0,MAÍZ DE 1° TEMPRANO,DM 50I17 IPRO STS,5 CORTO,2019-11-19,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,1°,17.0,17.0,GRANO,5081.764706,MAÍZ DE 1° TEMPRANO,BIO 5.4,5 CORTO,2018-12-04,,NO,,,651.0,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,17.0,17.0,GRANO,3440.0,MAÍZ DE 1° TEMPRANO,DM 50I17 IPRO STS,5 CORTO,2019-11-24,,NO,,,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,17.0,17.0,GRANO,1400.0,MAÍZ DE 1° TEMPRANO,DM 53I53 IPRO,5 CORTO,2017-12-07,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.PRIMERO,RÍO PRIMERO,1,SOJA,OGM,1°,17.0,17.0,GRANO,2200.0,MAÍZ DE 1° TEMPRANO,LDC 5.3,5 CORTO,2018-11-13,,NO,,,,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,17.0,17.0,GRANO,2700.0,MAÍZ DE 1° TEMPRANO,SP 4X99,4 LARGO,2015-11-24,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,SAN.JUSTO,VILLA CONCEPCIÓN DEL TÍO,4,SOJA,OGM,1°,17.0,17.0,GRANO,4562.0,MAÍZ DE 2°,A 5009 RG,5 CORTO,2019-12-06,,NO,,,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,1°,17.0,17.0,GRANO,200.0,MAÍZ DE 2°,DM 5.9 I,5 LARGO,2017-12-18,,NO,,,,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,1°,17.0,17.0,GRANO,4111.764706,MAÍZ DE 2°,A 5009 RG,5 CORTO,2016-12-01,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,17.0,17.0,GRANO,4428.0,MAÍZ DE 2°,LDC 4.5,4 CORTO,2018-12-15,,NO,,,624.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,TOTORAL,CANDELARIA SUR,1,SOJA,OGM,1°,17.0,17.0,GRANO,3625.0,MAÍZ DE 2°,LDC 5.3,5 CORTO,2018-11-07,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,SAN.JUSTO,SACANTA,4,SOJA,OGM,1°,17.0,17.0,GRANO,4349.0,SOJA DE 1°,DM 50I17 IPRO STS,5 CORTO,2018-11-20,,NO,,,865.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,COLON,GENERAL PAZ,1,SOJA,OGM,1°,17.0,17.0,GRANO,2820.0,SOJA DE 1°,DM 4915 IPRO,4 LARGO,2021-01-02,,NO,,,,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.PRIMERO,MAQUINISTA GALLINI,1,SOJA,OGM,1°,17.0,17.0,GRANO,3822.0,SOJA DE 1°,DM 60I62 IPRO,6 CORTO,2025-12-05,,NO,,,,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,SANTA.MARIA,OTRO,1,SOJA,OGM,1°,17.0,17.0,GRANO,1000.0,SOJA DE 2°,DM 49R19 STS,4 LARGO,2025-11-19,,NO,,,,CON FERTILIZACIÓN
2021-22,NIÑA,COR,COLON,GENERAL PAZ,3,SOJA,OGM,1°,17.0,17.0,GRANO,3400.0,SORGO,DM 53I53 IPRO,5 CORTO,2021-12-18,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,TERCERO.ARRIBA,JAMES CRAIK,2,SOJA,OGM,1°,17.0,17.0,GRANO,1754.0,SORGO,DM 50I17 IPRO STS,5 CORTO,2021-11-20,,NO,,,,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,SAN.JUSTO,ARROYITO,4,SOJA,OGM,2°,17.0,17.0,GRANO,667.0,TRIGO,DM 50I17 IPRO STS,5 CORTO,2022-12-15,,NO,,,674.0,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,SAN.JUSTO,LA FRANCIA,4,SOJA,OGM,2°,17.0,17.0,GRANO,1000.0,TRIGO,DM 6262 RSF IPRO,6 CORTO,2021-11-03,,NO,,,641.0,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,17.0,17.0,GRANO,2900.0,TRIGO,BIO 5.4,5 CORTO,2019-12-16,,NO,,,579.0,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,RIO.PRIMERO,MONTE DEL ROSARIO,1,SOJA,OGM,2°,17.0,17.0,GRANO,3647.058824,TRIGO,BIO 5.4,5 CORTO,2016-12-12,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,SAN.JUSTO,VILLA CONCEPCIÓN DEL TÍO,4,SOJA,OGM,1°,17.0,17.0,GRANO,3000.0,VERDEO DE INVIERNO,DM 50I17 IPRO STS,5 CORTO,2021-12-03,,NO,,,608.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.SECO,SEBASTIÁN ELCANO,6,SOJA,OGM,1°,170.0,170.0,GRANO,3026.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2024-12-15,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,RIO.SECO,RAYO CORTADO,5,SOJA,OGM,1°,170.0,170.0,GRANO,3797.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2021-12-08,,NO,,,506.0,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,RIO.SECO,SEBASTIÁN ELCANO,5,SOJA,OGM,1°,170.0,170.0,GRANO,3224.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2021-12-18,,NO,,,526.0,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.SECO,RAYO CORTADO,5,SOJA,OGM,1°,170.0,170.0,GRANO,4551.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2025-12-18,,NO,,,796.0,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,RIO.SECO,RAYO CORTADO,5,SOJA,OGM,1°,170.0,170.0,GRANO,3508.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2023-12-07,,NO,,,786.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,RIO.SECO,RAYO CORTADO,5,SOJA,OGM,1°,170.0,170.0,GRANO,400.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2022-12-28,,NO,,,392.0,S/D
2023-24,NIÑO,COR,RIO.PRIMERO,RÍO PRIMERO,1,SOJA,OGM,1°,170.0,170.0,GRANO,3103.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2023-12-20,,SI,SUBTERRANEO,150.0,,SIN FERTILIZACIÓN
2013-14,NEUTRO,COR,RIO.PRIMERO,EL ALCALDE,5,SOJA,OGM,1°,170.0,170.0,GRANO,3669.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2013-12-18,,NO,,,,CON FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.SECO,RAYO CORTADO,5,SOJA,OGM,1°,170.0,170.0,GRANO,3820.0,MAÍZ DE 1° TEMPRANO,59MS01 IPRO STS,5 LARGO,2018-12-28,,NO,,,574.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.SECO,SEBASTIÁN ELCANO,5,SOJA,OGM,1°,170.0,170.0,GRANO,4041.0,MAÍZ DE 1° TEMPRANO,59MS01 IPRO STS,5 LARGO,2018-12-26,,NO,,,586.0,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TULUMBA,SAN JOSÉ DE LA DORMIDA,5,SOJA,OGM,1°,170.0,170.0,GRANO,3900.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2019-11-26,,NO,,,661.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.SECO,SEBASTIÁN ELCANO,5,SOJA,OGM,1°,170.0,170.0,GRANO,3205.0,MAÍZ DE 1° TEMPRANO,DM 53I53 IPRO,5 CORTO,2020-12-24,140.0,NO,,,416.0,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TOTORAL,CAPILLA DE SITÓN,5,SOJA,OGM,1°,170.0,170.0,GRANO,2550.0,MAÍZ DE 1° TEMPRANO,DM 5958 IPRO,5 LARGO,2019-11-24,,NO,,,,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,RIO.PRIMERO,EL ALCALDE,5,SOJA,OGM,1°,170.0,170.0,GRANO,3817.294118,MAÍZ DE 1° TEMPRANO,DM 5958 IPRO,5 LARGO,2016-12-31,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,RIO.SECO,SEBASTIÁN ELCANO,5,SOJA,OGM,1°,170.0,170.0,GRANO,3190.0,MAÍZ DE 1° TEMPRANO,DM 60I62 IPRO,6 CORTO,2019-12-18,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,SAN.JUSTO,EL FUERTECITO,4,SOJA,OGM,1°,170.0,170.0,GRANO,4300.0,MAÍZ DE 1° TEMPRANO,LDC 5.3,5 CORTO,2019-11-23,,NO,,,,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.SEGUNDO,IMPIRA,2,SOJA,OGM,1°,170.0,170.0,GRANO,4900.0,MAÍZ DE 1° TEMPRANO,DM 4915 IPRO,4 LARGO,2018-11-14,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,ISCHILIN,DEÁN FUNES,2,SOJA,OGM,1°,170.0,170.0,GRANO,2400.0,MAÍZ DE 1° TEMPRANO,DM 60I62 IPRO,6 CORTO,2020-12-27,,NO,,,,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,RIO.PRIMERO,PIQUILLÍN,1,SOJA,OGM,1°,170.0,170.0,GRANO,3920.0,MAÍZ DE 1° TEMPRANO,NS 4611 STS,4 LARGO,2015-11-24,,NO,,,,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,COLON,GENERAL PAZ,1,SOJA,OGM,1°,170.0,170.0,GRANO,3400.0,MAÍZ DE 1° TEMPRANO,NS 5258,5 CORTO,2016-11-30,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,RIO.PRIMERO,DIEGO DE ROJAS,4,SOJA,OGM,1°,170.0,170.0,GRANO,4100.0,MAÍZ DE 2°,NS 4619 IPRO STS,4 LARGO,2019-11-09,,SI,ASPERSIÓN PIVOT CENTRAL,100.0,572.0,CON FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.SECO,RAYO CORTADO,5,SOJA,OGM,2°,170.0,170.0,GRANO,4012.0,TRIGO,DM 60I62 IPRO,6 CORTO,2025-12-30,,NO,,,796.0,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,SAN.JUSTO,EL FUERTECITO,4,SOJA,OGM,2°,170.0,170.0,GRANO,3384.0,TRIGO,LDC 5.3,5 CORTO,2020-12-28,,NO,,,,SIN FERTILIZACIÓN
2025-26,NIÑA,COR,RIO.PRIMERO,RÍO PRIMERO,1,SOJA,OGM,2°,170.0,170.0,GRANO,3328.0,TRIGO,DM 46I20 IPRO STS,4 LARGO,2025-12-10,,SI,SUBTERRANEO,18.0,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.PRIMERO,DIEGO DE ROJAS,4,SOJA,OGM,2°,170.0,170.0,GRANO,3660.0,TRIGO,DM 60I62 IPRO,6 CORTO,2020-12-09,,SI,ASPERSIÓN PIVOT CENTRAL,240.0,445.0,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,RIO.PRIMERO,DIEGO DE ROJAS,4,SOJA,OGM,1°,171.0,171.0,GRANO,1800.0,MAÍZ DE 2°,DM 53I53 IPRO,5 CORTO,2022-01-17,,NO,,,,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,RIO.SECO,PUESTO DE CASTRO,6,SOJA,OGM,1°,172.0,172.0,GRANO,523.95,MAÍZ DE 1° TARDIO,DM 5958 IPRO,5 LARGO,2022-12-18,,NO,,,379.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.SECO,PUESTO DE CASTRO,6,SOJA,OGM,1°,172.0,172.0,GRANO,3286.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2024-12-20,,NO,,,546.0,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,RIO.SECO,RAYO CORTADO,5,SOJA,OGM,1°,172.0,172.0,GRANO,3631.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2021-12-17,,NO,,,506.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.SEGUNDO,PILAR,2,SOJA,OGM,1°,172.0,172.0,GRANO,4460.0,MAÍZ DE 1° TARDIO,DM 46I20 IPRO STS,4 LARGO,2024-12-02,,NO,,,729.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.SECO,OTRO,1,SOJA,OGM,1°,172.0,172.0,GRANO,3512.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2024-12-20,,NO,,,,SIN FERTILIZACIÓN
2013-14,NEUTRO,COR,RIO.PRIMERO,EL ALCALDE,5,SOJA,OGM,1°,172.0,172.0,GRANO,3215.0,MAÍZ DE 1° TEMPRANO,A 6126 RG,6 CORTO,2014-01-12,,NO,,,,CON FERTILIZACIÓN
2016-17,NIÑA,COR,RIO.SECO,PUESTO DE CASTRO,5,SOJA,OGM,1°,172.0,172.0,GRANO,2500.0,MAÍZ DE 1° TEMPRANO,A 5009 RG,5 CORTO,2016-12-12,,NO,,,,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,RIO.SECO,RAYO CORTADO,5,SOJA,OGM,1°,172.0,172.0,GRANO,3181.0,MAÍZ DE 1° TEMPRANO,BIO 5.4,5 CORTO,2019-12-21,100.0,NO,,,494.0,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,RIO.SECO,RAYO CORTADO,5,SOJA,OGM,1°,172.0,172.0,GRANO,1059.0,MAÍZ DE 1° TEMPRANO,DM 5958 IPRO,5 LARGO,2018-01-05,,NO,,,,SIN FERTILIZACIÓN
2015-16,NIÑO,COR,RIO.PRIMERO,EL ALCALDE,5,SOJA,OGM,1°,172.0,172.0,GRANO,4036.511628,MAÍZ DE 2°,DM 5958 IPRO,5 LARGO,2015-12-11,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.SECO,RAYO CORTADO,5,SOJA,OGM,1°,173.0,173.0,GRANO,3221.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2024-12-21,,NO,,,,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,173.0,173.0,GRANO,4124.0,MAÍZ DE 1° TEMPRANO,BIO 5.4,5 CORTO,2016-11-29,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,173.0,173.0,GRANO,4050.0,MAÍZ DE 1° TEMPRANO,NS 5019 IPRO STS,5 CORTO,2020-11-17,,NO,,,571.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,RIO.PRIMERO,CHALACEA,3,SOJA,OGM,1°,173.0,173.0,GRANO,4100.0,MAÍZ DE 2°,DM 53I53 IPRO,5 CORTO,2018-12-21,,NO,,,,SIN FERTILIZACIÓN
2016-17,NIÑA,COR,RIO.PRIMERO,CHALACEA,1,SOJA,OGM,1°,173.0,173.0,GRANO,2630.0,MAÍZ DE 2°,DM 5.9 I,5 LARGO,2016-12-16,,NO,,,,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,TOTORAL,VILLA DEL TOTORAL,1,SOJA,OGM,1°,173.0,173.0,GRANO,888.0,MAÍZ DE 2°,DM 53I53 IPRO,5 CORTO,2022-11-24,,NO,,,418.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.PRIMERO,OBISPO TREJO,5,SOJA,OGM,1°,175.0,175.0,GRANO,3200.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2024-12-17,,NO,,,,CON FERTILIZACIÓN
2022-23,NIÑA,COR,RIO.PRIMERO,SANTA ROSA DE RÍO PRIMERO,4,SOJA,OGM,1°,175.0,175.0,GRANO,1200.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2022-11-17,,NO,,,,CON FERTILIZACIÓN
2022-23,NIÑA,COR,COLON,GENERAL PAZ,3,SOJA,NO OGM,1°,175.0,175.0,GRANO,1900.0,MAÍZ DE 1° TARDIO,DM 5.8 I,5 LARGO,2022-11-13,,NO,,,530.0,CON FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.SECO,PUESTO DE CASTRO,6,SOJA,OGM,1°,175.0,175.0,GRANO,3325.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2024-12-29,,NO,,,546.0,SIN FERTILIZACIÓN
2022-23,NIÑA,COR,RIO.SECO,PUESTO DE CASTRO,6,SOJA,OGM,1°,175.0,175.0,GRANO,626.0,MAÍZ DE 1° TARDIO,DM 5958 IPRO,5 LARGO,2022-12-18,,NO,,,379.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,OTRO,OTRO,1,SOJA,OGM,1°,175.0,175.0,GRANO,3439.0,MAÍZ DE 1° TARDIO,DM 53I53 IPRO,5 CORTO,2024-11-23,,NO,,,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,RIO.SECO,PUESTO DE CASTRO,6,SOJA,OGM,1°,175.0,175.0,GRANO,494.0,MAÍZ DE 1° TEMPRANO,DM 62R63 STS,6 CORTO,2017-12-14,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.PRIMERO,SANTA ROSA DE RÍO PRIMERO,4,SOJA,OGM,1°,175.0,175.0,GRANO,3750.0,MAÍZ DE 1° TEMPRANO,DM 60I62 IPRO,6 CORTO,2020-12-07,,NO,,,445.0,SIN FERTILIZACIÓN
2018-19,NIÑO,COR,COLON,GENERAL PAZ,3,SOJA,OGM,1°,175.0,175.0,GRANO,4100.0,MAÍZ DE 1° TEMPRANO,HO 4919 IPRO,4 LARGO,2018-11-01,,NO,,,595.0,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,RIO.SECO,SEBASTIÁN ELCANO,6,SOJA,OGM,2°,175.0,175.0,GRANO,3145.0,TRIGO,DM 68K68 SCE,6 LARGO,2024-12-29,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,RIO.PRIMERO,PLAZA DE MERCEDES,4,SOJA,OGM,1°,176.0,176.0,GRANO,822.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2022-01-03,,NO,,,,CON FERTILIZACIÓN
2023-24,NIÑO,COR,RIO.PRIMERO,PLAZA DE MERCEDES,4,SOJA,OGM,1°,176.0,176.0,GRANO,3390.284091,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2023-12-23,,NO,,,,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,SAN.JUSTO,EL FUERTECITO,2,SOJA,OGM,1°,176.0,176.0,GRANO,3261.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2023-11-27,,NO,,,,SIN FERTILIZACIÓN
2017-18,NIÑA,COR,RIO.PRIMERO,RÍO PRIMERO,1,SOJA,OGM,1°,176.0,176.0,GRANO,1200.0,MAÍZ DE 2°,NS 5258,5 CORTO,2017-10-27,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,SAN.JUSTO,VILLA CONCEPCIÓN DEL TÍO,4,SOJA,OGM,1°,178.0,178.0,GRANO,2670.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2021-12-07,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,COLON,JESUS MARIA,1,SOJA,OGM,1°,180.0,178.0,GRANO,3612.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2024-11-23,,NO,,,,SIN FERTILIZACIÓN
2020-21,NIÑA,COR,RIO.PRIMERO,ESQUINA,1,SOJA,OGM,1°,179.0,179.0,GRANO,3700.0,MAÍZ DE 1° TEMPRANO,CZ 4.97,4 LARGO,2020-11-28,,NO,,,555.0,SIN FERTILIZACIÓN
2019-20,NEUTRO,COR,TOTORAL,CANDELARIA SUR,1,SOJA,OGM,1°,185.0,179.0,GRANO,3748.0,MAÍZ DE 2°,LDC 5.3,5 CORTO,2019-11-07,,NO,,,,SIN FERTILIZACIÓN
2021-22,NIÑA,COR,RIO.PRIMERO,CAPILLA DE LOS REMEDIOS,2,SOJA,OGM,1°,18.0,18.0,GRANO,3300.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2021-11-19,,NO,,,485.0,CON FERTILIZACIÓN
2023-24,NIÑO,COR,SAN.JUSTO,LA TORDILLA,4,SOJA,OGM,1°,18.0,18.0,GRANO,2300.0,MAÍZ DE 1° TARDIO,DM 60I62 IPRO,6 CORTO,2023-12-07,,NO,,,481.0,SIN FERTILIZACIÓN
2023-24,NIÑO,COR,SAN.JUSTO,EL TÍO,2,SOJA,OGM,1°,18.0,18.0,GRANO,3367.888889,MAÍZ DE 1° TARDIO,NK 52X21 STS,5 CORTO,2023-12-07,,NO,,,,SIN FERTILIZACIÓN
2024-25,NEUTRO,COR,TOTORAL,CAÑADA DE LUQUE,1,SOJA,OGM,1°,18.0,18.0,GRANO,2210.0,MAÍZ DE 1° TARDIO,DM 50I17 IPRO STS,5 CORTO,2024-11-07,260.0,NO,,,579.0,SIN FERTILIZACIÓN
